route_pattern,example_url,page_type,source_file,rendering_mode,indexability_expected,found_status_behavior,canonical_expected,canonical_found,robots_meta_found,x_robots_tag_found,title_found,meta_description_found,h1_found,structured_data_types_found,sitemap_included,sitemap_lastmod,hreflang_found,og_tags_found,primary_content_server_visible,answer_block_found,internal_links_found,image_alt_quality,performance_risk,priority,notes
/blog/cash-out-refinance-how-it-works,https://www.mothebroker.com/blog/cash-out-refinance-how-it-works,blog,app/blog/cash-out-refinance-how-it-works/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/cash-out-refinance-how-it-works,direct or helper,,,yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/cash-out-refinance-how-it-works-2026,https://www.mothebroker.com/blog/cash-out-refinance-how-it-works-2026,blog,app/blog/cash-out-refinance-how-it-works-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/cash-out-refinance-how-it-works-2026,not detected in file,,,yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer,yes,2026-01-15T00:00:00.000Z,not detected,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/cash-out-refinance-investment-property-rental-2026,https://www.mothebroker.com/blog/cash-out-refinance-investment-property-rental-2026,blog,app/blog/cash-out-refinance-investment-property-rental-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/cash-out-refinance-investment-property-rental-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-03T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/cash-out-refinance-ltv-limits-by-loan-type-2026,https://www.mothebroker.com/blog/cash-out-refinance-ltv-limits-by-loan-type-2026,blog,app/blog/cash-out-refinance-ltv-limits-by-loan-type-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/cash-out-refinance-ltv-limits-by-loan-type-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|FinancialProduct|SpeakableSpecification|FAQPage|Question|Answer|BreadcrumbList|ListItem|HowTo|HowToStep,yes,2026-03-23T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/cash-out-refinance-rental-property-investors-2026,https://www.mothebroker.com/blog/cash-out-refinance-rental-property-investors-2026,blog,app/blog/cash-out-refinance-rental-property-investors-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/cash-out-refinance-rental-property-investors-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer,yes,2026-02-19T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/cash-out-refinance-seasoning-requirements-2026,https://www.mothebroker.com/blog/cash-out-refinance-seasoning-requirements-2026,blog,app/blog/cash-out-refinance-seasoning-requirements-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/cash-out-refinance-seasoning-requirements-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/cash-out-refinance-vs-401k-loan-comparison-2026,https://www.mothebroker.com/blog/cash-out-refinance-vs-401k-loan-comparison-2026,blog,app/blog/cash-out-refinance-vs-401k-loan-comparison-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/cash-out-refinance-vs-401k-loan-comparison-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer|BreadcrumbList|ListItem|WebPage|SpeakableSpecification,yes,2026-03-02T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/cash-out-refinance-vs-heloc-investment-property-2026,https://www.mothebroker.com/blog/cash-out-refinance-vs-heloc-investment-property-2026,blog,app/blog/cash-out-refinance-vs-heloc-investment-property-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/cash-out-refinance-vs-heloc-investment-property-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FinancialProduct|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-02-20T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/cash-out-refinance-vs-personal-loan-2026,https://www.mothebroker.com/blog/cash-out-refinance-vs-personal-loan-2026,blog,app/blog/cash-out-refinance-vs-personal-loan-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/cash-out-refinance-vs-personal-loan-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer|BreadcrumbList|ListItem,yes,2026-02-17T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/cash-out-vs-regular-refinance-2026,https://www.mothebroker.com/blog/cash-out-vs-regular-refinance-2026,blog,app/blog/cash-out-vs-regular-refinance-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/cash-out-vs-regular-refinance-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer,yes,2026-01-15T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/cash-out-vs-regular-refinance-complete-2026,https://www.mothebroker.com/blog/cash-out-vs-regular-refinance-complete-2026,blog,app/blog/cash-out-vs-regular-refinance-complete-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/cash-out-vs-regular-refinance-complete-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FinancialProduct|FAQPage|Question|Answer|SpeakableSpecification|ItemList|ListItem,yes,2026-02-01T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/conventional-loans-complete-guide-2026,https://www.mothebroker.com/blog/conventional-loans-complete-guide-2026,blog,app/blog/conventional-loans-complete-guide-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/conventional-loans-complete-guide-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer,yes,2026-01-15T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/corona-del-mar-refinance-guide-2026,https://www.mothebroker.com/blog/corona-del-mar-refinance-guide-2026,blog,app/blog/corona-del-mar-refinance-guide-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/corona-del-mar-refinance-guide-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|ImageObject|WebPage|FAQPage|Question|Answer,yes,2026-01-18T00:00:00.000Z,not detected,not detected,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dana-point-mortgage-guide-2026,https://www.mothebroker.com/blog/dana-point-mortgage-guide-2026,blog,app/blog/dana-point-mortgage-guide-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dana-point-mortgage-guide-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization,yes,2026-01-18T00:00:00.000Z,yes,not detected,"likely yes, server source",yes,not detected,no local image alt detected,low,P3,indexable
/blog/divorce-refinance-spouse-buyout-qualifying-2026,https://www.mothebroker.com/blog/divorce-refinance-spouse-buyout-qualifying-2026,blog,app/blog/divorce-refinance-spouse-buyout-qualifying-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/divorce-refinance-spouse-buyout-qualifying-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-06T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-1031-exchange-financing-2026,https://www.mothebroker.com/blog/dscr-1031-exchange-financing-2026,blog,app/blog/dscr-1031-exchange-financing-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-1031-exchange-financing-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem,yes,2026-02-20T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-adu-garage-conversion-rental-2026,https://www.mothebroker.com/blog/dscr-adu-garage-conversion-rental-2026,blog,app/blog/dscr-adu-garage-conversion-rental-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-adu-garage-conversion-rental-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-11T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-blanket-loan-portfolio-2026,https://www.mothebroker.com/blog/dscr-blanket-loan-portfolio-2026,blog,app/blog/dscr-blanket-loan-portfolio-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-blanket-loan-portfolio-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-02-28T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-brrrr-strategy-financing-guide-2026,https://www.mothebroker.com/blog/dscr-brrrr-strategy-financing-guide-2026,blog,app/blog/dscr-brrrr-strategy-financing-guide-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-brrrr-strategy-financing-guide-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-03T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-build-to-rent-new-construction-2026,https://www.mothebroker.com/blog/dscr-build-to-rent-new-construction-2026,blog,app/blog/dscr-build-to-rent-new-construction-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-build-to-rent-new-construction-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-04T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-commercial-mixed-use-retail-2026,https://www.mothebroker.com/blog/dscr-commercial-mixed-use-retail-2026,blog,app/blog/dscr-commercial-mixed-use-retail-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-commercial-mixed-use-retail-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-06T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-delayed-financing-cash-purchase-2026,https://www.mothebroker.com/blog/dscr-delayed-financing-cash-purchase-2026,blog,app/blog/dscr-delayed-financing-cash-purchase-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-delayed-financing-cash-purchase-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-05T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-first-investment-property-2026,https://www.mothebroker.com/blog/dscr-first-investment-property-2026,blog,app/blog/dscr-first-investment-property-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-first-investment-property-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-02-21T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-foreign-national-investor-california-2026,https://www.mothebroker.com/blog/dscr-foreign-national-investor-california-2026,blog,app/blog/dscr-foreign-national-investor-california-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-foreign-national-investor-california-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-12T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-investment-property-loans-2026,https://www.mothebroker.com/blog/dscr-investment-property-loans-2026,blog,app/blog/dscr-investment-property-loans-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-investment-property-loans-2026,not detected in file,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer,yes,2026-02-23T00:00:00.000Z,not detected,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-loan-calculator-ratio-2026,https://www.mothebroker.com/blog/dscr-loan-calculator-ratio-2026,blog,app/blog/dscr-loan-calculator-ratio-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-loan-calculator-ratio-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer,yes,2026-02-16T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-loan-california-requirements-complete-2026,https://www.mothebroker.com/blog/dscr-loan-california-requirements-complete-2026,blog,app/blog/dscr-loan-california-requirements-complete-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-loan-california-requirements-complete-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-loan-closing-costs-fee-breakdown-2026,https://www.mothebroker.com/blog/dscr-loan-closing-costs-fee-breakdown-2026,blog,app/blog/dscr-loan-closing-costs-fee-breakdown-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-loan-closing-costs-fee-breakdown-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-07T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-loan-down-payment-requirements-2026,https://www.mothebroker.com/blog/dscr-loan-down-payment-requirements-2026,blog,app/blog/dscr-loan-down-payment-requirements-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-loan-down-payment-requirements-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-06T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-loan-interest-only-option-2026,https://www.mothebroker.com/blog/dscr-loan-interest-only-option-2026,blog,app/blog/dscr-loan-interest-only-option-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-loan-interest-only-option-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-04-01T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-loan-interest-only-options-2026,https://www.mothebroker.com/blog/dscr-loan-interest-only-options-2026,blog,app/blog/dscr-loan-interest-only-options-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-loan-interest-only-options-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-02-26T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-loan-llc-entity-structure-2026,https://www.mothebroker.com/blog/dscr-loan-llc-entity-structure-2026,blog,app/blog/dscr-loan-llc-entity-structure-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-loan-llc-entity-structure-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-02-25T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-loan-prepayment-penalty-guide-2026,https://www.mothebroker.com/blog/dscr-loan-prepayment-penalty-guide-2026,blog,app/blog/dscr-loan-prepayment-penalty-guide-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-loan-prepayment-penalty-guide-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-02-28T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-loan-refinance-rental-property-cash-out-2026,https://www.mothebroker.com/blog/dscr-loan-refinance-rental-property-cash-out-2026,blog,app/blog/dscr-loan-refinance-rental-property-cash-out-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-loan-refinance-rental-property-cash-out-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-03T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-loan-requirements-2026,https://www.mothebroker.com/blog/dscr-loan-requirements-2026,blog,app/blog/dscr-loan-requirements-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-loan-requirements-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-loan-seasoning-requirements-2026,https://www.mothebroker.com/blog/dscr-loan-seasoning-requirements-2026,blog,app/blog/dscr-loan-seasoning-requirements-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-loan-seasoning-requirements-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-02-25T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-loans-california-best-markets-2026,https://www.mothebroker.com/blog/dscr-loans-california-best-markets-2026,blog,app/blog/dscr-loans-california-best-markets-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-loans-california-best-markets-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer,yes,2026-02-19T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-loans-explained-investors-2026,https://www.mothebroker.com/blog/dscr-loans-explained-investors-2026,blog,app/blog/dscr-loans-explained-investors-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-loans-explained-investors-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer,yes,2026-02-15T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-loans-multi-family-2-4-unit-2026,https://www.mothebroker.com/blog/dscr-loans-multi-family-2-4-unit-2026,blog,app/blog/dscr-loans-multi-family-2-4-unit-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-loans-multi-family-2-4-unit-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem,yes,2026-02-20T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-loans-multi-family-guide-2026,https://www.mothebroker.com/blog/dscr-loans-multi-family-guide-2026,blog,app/blog/dscr-loans-multi-family-guide-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-loans-multi-family-guide-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-02-21T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-loans-portfolio-investors-scaling-2026,https://www.mothebroker.com/blog/dscr-loans-portfolio-investors-scaling-2026,blog,app/blog/dscr-loans-portfolio-investors-scaling-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-loans-portfolio-investors-scaling-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer,yes,2026-02-16T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-loans-short-term-rentals-airbnb-2026,https://www.mothebroker.com/blog/dscr-loans-short-term-rentals-airbnb-2026,blog,app/blog/dscr-loans-short-term-rentals-airbnb-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-loans-short-term-rentals-airbnb-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer,yes,2026-02-16T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-mid-term-rentals-corporate-housing-2026,https://www.mothebroker.com/blog/dscr-mid-term-rentals-corporate-housing-2026,blog,app/blog/dscr-mid-term-rentals-corporate-housing-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-mid-term-rentals-corporate-housing-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer|BreadcrumbList|ListItem|WebPage|SpeakableSpecification,yes,2026-03-26T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-mixed-use-property-loan-2026,https://www.mothebroker.com/blog/dscr-mixed-use-property-loan-2026,blog,app/blog/dscr-mixed-use-property-loan-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-mixed-use-property-loan-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|SpeakableSpecification|BreadcrumbList|ListItem,yes,2026-03-02T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-mobile-home-park-investment-2026,https://www.mothebroker.com/blog/dscr-mobile-home-park-investment-2026,blog,app/blog/dscr-mobile-home-park-investment-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-mobile-home-park-investment-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-11T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-out-of-state-investor-california-washington-2026,https://www.mothebroker.com/blog/dscr-out-of-state-investor-california-washington-2026,blog,app/blog/dscr-out-of-state-investor-california-washington-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-out-of-state-investor-california-washington-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|SpeakableSpecification|BreadcrumbList|ListItem,yes,2026-03-02T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-rate-buydown-investment-property-2026,https://www.mothebroker.com/blog/dscr-rate-buydown-investment-property-2026,blog,app/blog/dscr-rate-buydown-investment-property-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-rate-buydown-investment-property-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-12T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-refinance-investment-property-2026,https://www.mothebroker.com/blog/dscr-refinance-investment-property-2026,blog,app/blog/dscr-refinance-investment-property-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-refinance-investment-property-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem,yes,2026-02-19T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-rent-by-room-co-living-investment-2026,https://www.mothebroker.com/blog/dscr-rent-by-room-co-living-investment-2026,blog,app/blog/dscr-rent-by-room-co-living-investment-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-rent-by-room-co-living-investment-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-07T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-section-8-housing-voucher-rental-2026,https://www.mothebroker.com/blog/dscr-section-8-housing-voucher-rental-2026,blog,app/blog/dscr-section-8-housing-voucher-rental-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-section-8-housing-voucher-rental-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-04T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-self-storage-facility-loan-2026,https://www.mothebroker.com/blog/dscr-self-storage-facility-loan-2026,blog,app/blog/dscr-self-storage-facility-loan-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-self-storage-facility-loan-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-09T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-senior-housing-assisted-living-2026,https://www.mothebroker.com/blog/dscr-senior-housing-assisted-living-2026,blog,app/blog/dscr-senior-housing-assisted-living-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-senior-housing-assisted-living-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-09T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/dscr-student-housing-college-town-2026,https://www.mothebroker.com/blog/dscr-student-housing-college-town-2026,blog,app/blog/dscr-student-housing-college-town-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/dscr-student-housing-college-town-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-05T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
